Customer Identity,First Policy´s Year,Customer Age,Educational Degree,Gross Monthly Salary,Geographic Living Area,Has Children (Y=1),Customer Monetary Value,Claims Rate,Premiums in LOB: Motor,Premiums in LOB: Household,Premiums in LOB: Health,Premiums in LOB:  Life,Premiums in LOB: Work Compensations
5294,1989,53,3 - BSc/MSc,7128,3,1,11875.89,0.09,11604.42,48.90,1045.52,103.13,296.47
5295,1988,63,3 - BSc/MSc,5768,3,1,-25.00,1.00,444.53,44.45,56.90,58.79,4.78
5296,1985,49,3 - BSc/MSc,4557,3,1,439.20,0.30,452.42,99.45,87.24,5.78,17.56
5297,1977,65,3 - BSc/MSc,6762,4,0,401.09,0.33,315.06,87.80,211.04,29.45,-3.11
5298,1977,18,2 - High School,1810,4,0,660.13,0.19,113.91,323.95,157.14,258.27,-11.00
5299,1993,49,3 - BSc/MSc,4867,1,1,452.65,0.18,469.20,14.45,92.13,-3.00,11.78
5300,1984,51,4 - PhD,6217,2,1,22.46,0.92,463.53,43.90,114.91,3.89,-0.11
5301,1978,76,2 - High School,8579,3,1,-70.23,1.06,395.74,166.15,119.91,12.89,45.23
5302,1985,42,2 - High School,4720,3,1,44.45,0.89,426.97,69.45,141.36,3.89,6.89
5303,1995,27,3 - BSc/MSc,3915,1,1,362.53,0.44,256.38,131.15,236.71,55.90,8.89
5304,1996,40,3 - BSc/MSc,4166,4,1,324.41,0.37,385.85,-30.00,178.59,,23.56
5305,1976,71,3 - BSc/MSc,6230,1,0,-107.46,1.09,275.05,369.50,178.70,82.46,12.89
5306,1975,52,3 - BSc/MSc,5728,3,1,-134.10,1.21,529.10,-45.55,41.12,7.89,-6.00
5307,1989,61,3 - BSc/MSc,6756,3,1,261.72,0.61,312.17,162.80,173.70,60.01,34.56
5308,1979,47,2 - High School,5063,1,1,20.68,0.93,392.85,87.80,115.80,42.12,23.67
5309,1990,67,3 - BSc/MSc,7485,1,0,12.12,0.94,356.18,64.45,168.81,6.89,30.23
5310,1974,49,3 - BSc/MSc,6094,1,1,-53.10,1.05,499.76,-10.55,81.57,12.89,5.89
5311,1996,39,2 - High School,3539,1,1,407.96,0.34,366.96,89.45,178.70,14.67,8.78
5312,1996,78,2 - High School,7836,3,1,365.96,0.50,192.26,236.15,167.81,144.25,37.45
5313,1994,37,3 - BSc/MSc,3262,3,0,11.56,0.96,244.60,280.60,192.26,34.23,70.79
5314,1984,45,3 - BSc/MSc,5556,4,1,441.86,0.30,444.64,69.45,102.24,17.56,29.67
5315,1996,51,3 - BSc/MSc,5847,4,1,-24.10,0.98,,-0.55,54.12,1.00,1.00
5316,1991,52,3 - BSc/MSc,6214,4,1,-25.00,1.00,157.25,535.10,253.27,56.01,23.56
5317,1998,27,3 - BSc/MSc,2549,4,1,385.63,0.47,336.73,206.70,155.03,30.56,43.34
5318,1978,49,2 - High School,6161,4,1,-52.66,1.05,496.76,-25.55,74.57,1.89,-0.11
5319,1992,52,3 - BSc/MSc,5563,4,1,409.96,0.53,264.16,378.95,178.70,56.01,38.23
5320,1979,62,3 - BSc/MSc,6778,4,1,240.27,0.71,219.04,388.95,199.15,46.23,76.79
5321,1983,45,2 - High School,4145,2,1,-3.66,0.97,365.18,141.70,151.14,-5.00,36.34
5322,1989,62,3 - BSc/MSc,6770,3,0,107.91,0.81,250.49,118.90,213.15,66.68,50.90
5323,1991,74,3 - BSc/MSc,7899,4,0,222.05,0.57,87.24,23.35,219.04,141.25,105.80
5324,1996,38,3 - BSc/MSc,3394,1,1,443.86,0.29,369.96,98.90,172.81,11.78,8.67
5325,1974,71,3 - BSc/MSc,7881,3,0,397.31,0.34,380.85,58.35,136.36,48.23,16.89
5326,1979,40,3 - BSc/MSc,4852,4,1,163.48,0.70,261.27,25.00,269.05,0.89,72.79
5327,1987,57,1 - Basic,6056,4,0,335.18,0.57,360.18,295.05,138.36,26.45,14.89
5328,1985,53,2 - High School,4290,4,1,-16.89,0.99,357.18,132.25,156.92,13.67,21.78
5329,1981,32,2 - High School,3598,4,1,-10.44,0.98,412.30,38.35,130.58,-1.11,15.67
5330,1994,39,2 - High School,2462,1,1,19.23,0.93,158.92,53.90,287.72,80.46,34.23
5331,1994,51,3 - BSc/MSc,5594,1,1,35.24,0.90,454.42,63.35,94.24,6.89,3.78
5332,1991,67,4 - PhD,7460,2,0,-25.00,1.00,409.41,28.35,153.25,6.89,16.78
5333,1985,46,1 - Basic,4327,4,1,-123.55,1.18,455.42,-35.55,90.24,10.78,16.67
5334,1996,76,3 - BSc/MSc,8782,1,0,140.47,0.77,166.70,177.25,266.05,57.79,46.01
5335,1996,31,2 - High School,3570,1,1,61.79,0.88,116.02,142.80,191.37,104.02,160.03
5336,1989,57,2 - High School,5477,3,1,409.20,0.39,292.50,141.70,208.15,41.34,22.67
5337,1976,40,3 - BSc/MSc,3497,3,1,339.96,0.52,400.41,201.70,74.57,35.45,48.23
5338,1982,66,3 - BSc/MSc,6966,4,0,187.15,0.71,212.15,186.15,277.83,43.12,12.67
5339,1977,27,3 - BSc/MSc,3540,1,1,-5.44,0.98,313.06,222.25,169.81,19.56,59.12
5340,1977,63,3 - BSc/MSc,5642,3,0,-25.00,1.00,156.92,426.20,233.71,72.68,19.45
5341,1998,72,2 - High School,8089,3,0,28.01,0.93,114.80,278.95,240.60,53.01,115.80
5342,1991,73,4 - PhD,8123,2,0,389.30,0.47,211.15,235.60,233.49,32.45,63.68
5343,1988,61,3 - BSc/MSc,5960,3,1,-31.44,1.01,361.18,4.45,189.37,11.67,10.89
5344,1986,42,3 - BSc/MSc,4560,4,1,373.87,0.26,431.86,-25.55,128.47,10.89,-6.11
5345,1985,35,2 - High School,3777,1,1,-4.66,0.97,170.70,68.35,309.28,75.68,27.67
5346,1989,46,2 - High School,4393,3,1,416.53,0.27,439.64,44.45,104.02,15.67,1.89
5347,1988,32,3 - BSc/MSc,3879,3,1,14.45,0.96,134.36,496.20,325.06,31.45,8.00
5348,1980,15,1 - Basic,2237,3,1,796.71,0.23,148.14,628.45,221.82,45.12,30.23
5349,1976,54,1 - Basic,5484,4,1,847.05,0.33,198.26,908.50,154.25,43.12,6.67
5350,1997,60,2 - High School,5566,1,1,-206.70,1.26,137.25,89.45,241.60,18.78,200.48
5351,1986,51,2 - High School,5427,1,1,-74.01,1.07,404.52,167.25,103.02,12.89,36.12
5352,1989,74,3 - BSc/MSc,7924,1,0,479.20,0.25,393.74,88.90,167.81,-0.11,21.78
5353,1992,28,3 - BSc/MSc,3003,1,1,597.01,0.21,397.63,250.05,115.91,23.45,-1.11
5354,1976,29,2 - High School,3547,4,0,383.75,0.29,199.26,-0.55,169.81,128.69,81.35
5355,1995,23,2 - High School,2036,3,1,-54.00,1.02,60.68,899.05,254.27,89.35,-0.11
5356,1995,48,3 - BSc/MSc,6342,3,1,456.65,0.21,497.65,30.00,90.46,2.00,-7.00
5357,1980,38,3 - BSc/MSc,5210,4,1,597.11,0.20,419.19,216.70,124.80,13.78,4.78
5358,1986,39,2 - High School,3064,4,1,446.20,0.28,390.52,73.90,149.36,16.78,23.56
5359,1976,66,1 - Basic,8774,3,0,263.16,0.66,98.13,353.95,294.39,65.79,41.01
5360,1982,68,3 - BSc/MSc,7770,3,1,274.50,0.65,299.50,295.60,188.59,17.67,58.12
5361,1986,35,3 - BSc/MSc,3879,1,1,-43.89,1.02,381.85,295.60,122.80,25.56,6.67
5362,1989,58,2 - High School,6095,3,1,215.06,0.60,216.93,33.35,159.14,193.37,-5.11
5363,1992,59,3 - BSc/MSc,5441,1,1,-65.34,1.06,442.75,84.45,87.24,14.78,40.34
5364,1978,62,3 - BSc/MSc,8500,1,0,114.80,0.83,133.69,275.05,292.61,59.79,65.90
5365,1986,53,2 - High School,5686,1,1,744.36,0.14,414.30,363.95,95.13,8.89,9.00
5366,1977,52,1 - Basic,6519,1,1,460.76,0.25,395.63,97.80,135.36,8.78,7.67
5367,1986,50,3 - BSc/MSc,4605,4,0,153.59,0.80,267.16,396.75,110.91,48.01,88.57
5368,1987,52,3 - BSc/MSc,4583,4,1,394.88,0.26,494.87,-35.55,94.35,9.89,3.89
5369,1993,62,3 - BSc/MSc,7575,4,1,49.36,0.88,439.97,77.25,119.69,1.00,3.89
5370,1985,26,2 - High School,3630,4,1,90.05,0.77,255.05,-70.00,241.38,30.34,46.34
5371,1991,68,3 - BSc/MSc,8051,2,0,-51.67,1.04,210.26,172.25,288.50,47.12,26.67
5372,1989,65,2 - High School,6709,1,1,-157.36,1.16,252.16,290.05,136.47,7.89,124.47
5373,1993,19,2 - High School,1669,1,1,-32.00,1.01,104.91,560.10,130.47,111.80,118.80
5374,1993,75,3 - BSc/MSc,7130,2,0,396.97,0.33,351.62,43.90,206.15,20.56,5.89
5375,1994,22,3 - BSc/MSc,3057,3,1,-27.20,1.00,489.87,-1.10,58.90,20.67,22.78
5376,1982,50,2 - High School,5436,3,1,532.55,0.11,563.55,39.45,16.56,6.00,
5377,1992,54,3 - BSc/MSc,5179,4,1,-34.89,1.02,332.73,24.45,143.25,34.34,60.90
5378,1986,33,3 - BSc/MSc,3566,4,0,463.98,0.22,246.49,63.35,78.46,139.47,103.02
5379,1984,44,3 - BSc/MSc,5909,4,1,-39.99,1.03,455.64,-5.55,125.58,5.89,3.89
5380,1991,65,3 - BSc/MSc,6783,1,1,447.42,0.28,453.64,69.45,104.02,12.67,18.78
5381,1992,73,2 - High School,6800,2,0,329.74,0.49,151.36,151.70,155.14,41.12,203.04
5382,1984,55,3 - BSc/MSc,5557,3,0,72.57,0.86,310.06,132.80,127.47,35.23,79.68
5383,1993,72,2 - High School,7498,1,0,-1.99,0.96,170.81,48.35,272.94,82.46,57.12
5384,1976,22,3 - BSc/MSc,3572,4,1,340.30,0.60,280.61,445.65,112.80,51.90,28.45
5385,1980,35,2 - High School,3570,2,1,162.37,0.75,121.91,225.60,335.62,16.56,54.79
5386,1986,20,2 - High School,2040,4,1,330.83,0.59,90.35,305.60,299.39,114.80,50.23
5387,1988,33,3 - BSc/MSc,1877,1,1,-58.45,1.05,321.84,118.35,206.04,25.56,7.89
5388,1994,44,2 - High School,5433,1,1,252.72,0.57,267.83,97.25,237.49,9.89,29.45
5389,1976,39,4 - PhD,3620,2,1,-26.11,1.01,,79.45,86.35,-1.11,3.89
5390,1984,56,3 - BSc/MSc,5950,4,1,377.30,0.35,348.51,44.45,211.04,-1.11,12.67
5391,1993,25,2 - High School,1981,1,1,301.95,0.65,38.34,407.85,149.14,49.01,277.94
5392,1985,35,2 - High School,2129,4,1,339.51,0.62,207.26,437.30,219.93,80.57,7.78
5393,1985,36,4 - PhD,3126,3,1,12.00,0.94,527.99,40.00,43.12,3.00,3.00
5394,1980,67,1 - Basic,6254,4,0,-28.33,1.00,290.39,166.70,224.93,-1.11,43.34
5395,1991,79,1 - Basic,9593,4,0,372.30,0.55,219.71,397.30,193.48,44.12,35.23
5396,1977,42,2 - High School,3841,1,1,-15.11,0.98,373.85,38.35,160.03,15.78,25.67
5397,1977,34,3 - BSc/MSc,,4,1,4.23,0.95,203.37,0.00,285.61,54.90,25.67
5398,1980,50,3 - BSc/MSc,4761,4,1,27.23,0.92,536.99,64.45,38.23,-2.00,-3.11
5399,1977,60,1 - Basic,6061,4,1,456.43,0.37,244.27,240.05,237.49,37.34,2.89
5400,1983,47,2 - High School,5394,2,1,-31.55,1.01,488.76,0.00,79.46,-0.11,-2.11
5401,1986,52,3 - BSc/MSc,5173,4,1,246.37,0.63,188.37,153.35,242.38,23.56,118.02
5402,1994,43,4 - PhD,4727,3,1,-36.00,1.02,498.65,24.45,81.46,5.00,-11.00
5403,1977,40,2 - High School,3855,3,0,124.59,0.78,244.49,102.25,255.27,24.45,47.34
5404,1994,63,4 - PhD,5219,4,1,27.57,0.92,442.86,63.90,133.58,-5.00,-2.11
5405,1993,58,2 - High School,5831,4,1,359.07,0.60,254.38,456.75,131.47,89.24,16.56
5406,1985,48,3 - BSc/MSc,5234,1,1,398.08,0.48,388.74,251.70,122.69,34.34,12.89
5407,1982,58,2 - High School,6305,1,1,243.94,0.60,330.84,93.35,179.59,14.67,47.23
5408,1982,21,2 - High School,2241,1,0,-54.12,1.04,186.48,211.15,174.59,70.79,99.91
5409,1979,46,3 - BSc/MSc,4348,1,1,212.63,0.53,387.63,-75.00,165.92,20.56,6.89
5410,1990,32,1 - Basic,4365,3,1,247.61,0.67,150.36,293.95,298.39,27.56,48.90
5411,1992,57,3 - BSc/MSc,6320,3,1,525.10,0.30,328.95,221.15,170.81,41.23,23.78
5412,1997,34,2 - High School,4056,4,1,62.24,0.91,112.91,511.20,271.83,8.78,87.24
5413,1990,65,3 - BSc/MSc,7400,4,0,408.08,0.37,433.08,88.90,98.13,40.34,23.56
5414,1985,24,3 - BSc/MSc,3101,1,0,139.59,0.82,54.01,377.85,211.15,137.47,129.80
5415,1981,49,2 - High School,5336,1,1,114.13,0.79,452.42,103.90,77.46,6.89,28.34
5416,1985,54,1 - Basic,5634,4,1,525.33,0.11,532.21,44.45,56.01,-7.00,-4.11
5417,1981,47,2 - High School,5380,4,1,-35.23,1.02,391.63,35.00,108.13,45.23,49.01
5418,1989,77,2 - High School,7291,4,1,333.73,0.49,279.94,122.80,141.47,57.01,101.02
5419,1981,66,3 - BSc/MSc,6784,3,1,-29.78,1.01,392.85,241.15,139.25,4.78,5.89
5420,1988,33,4 - PhD,4312,2,1,183.93,0.68,208.93,83.90,297.39,37.34,29.67
5421,1983,64,2 - High School,7468,1,0,79.92,0.83,227.82,-0.55,190.59,35.45,157.25
5422,1981,74,1 - Basic,6563,4,0,72.13,0.90,159.14,515.10,188.37,18.67,115.80
5423,1977,40,2 - High School,3779,1,1,55.57,0.91,161.92,427.85,161.03,81.35,107.13
5424,1996,56,2 - High School,5031,4,1,233.39,0.65,185.48,230.05,275.83,28.34,23.34
5425,1986,67,3 - BSc/MSc,5467,3,0,57.24,0.88,232.49,142.25,266.05,24.56,35.45
5426,1987,40,2 - High School,4339,4,1,391.08,0.46,372.85,221.70,92.24,43.23,44.34
5427,1996,50,1 - Basic,5632,4,1,64.45,0.87,482.98,89.45,79.46,8.78,7.78
5428,1982,77,3 - BSc/MSc,9042,3,0,175.26,0.70,200.26,92.80,290.61,34.34,39.23
5429,1976,30,3 - BSc/MSc,3945,4,1,-9.44,0.97,469.20,19.45,107.02,3.89,14.89
5430,1990,34,2 - High School,2903,4,1,347.06,0.56,86.24,330.05,380.74,47.12,-5.11
5431,1993,65,3 - BSc/MSc,8225,4,0,285.06,0.52,310.06,97.25,112.91,44.23,87.35
5432,1975,16,1 - Basic,2518,3,0,-121.57,1.14,32.45,117.25,129.69,324.84,78.57
5433,1996,39,2 - High School,5896,4,1,-61.34,1.05,325.84,206.70,172.70,4.89,41.23
5434,1992,61,3 - BSc/MSc,7349,2,1,219.38,0.68,297.39,222.25,139.36,53.01,57.79
5435,1994,26,3 - BSc/MSc,3163,4,1,357.29,0.51,126.80,250.60,365.07,4.89,35.12
5436,1987,59,3 - BSc/MSc,6061,4,1,553.10,0.16,368.96,123.90,107.02,56.01,29.23
5437,1982,26,3 - BSc/MSc,1532,1,1,322.29,0.59,387.63,313.40,88.35,40.34,10.00
5438,1976,34,3 - BSc/MSc,3633,2,,-37.00,1.02,372.85,186.70,146.25,13.78,1.78
5439,1981,40,3 - BSc/MSc,4639,1,1,-57.56,1.05,433.75,58.90,115.91,22.56,-10.00
5440,1985,55,3 - BSc/MSc,5896,1,1,296.06,0.57,317.17,192.25,174.59,3.89,66.90
5441,1991,63,2 - High School,6042,1,1,247.51,0.64,297.28,248.95,145.14,34.23,23.56
5442,1990,58,1 - Basic,5545,3,1,399.98,0.35,320.17,82.25,193.26,18.78,41.34
5443,1994,53,3 - BSc/MSc,4790,3,1,521.66,0.13,543.77,45.00,29.34,-5.00,12.89
5444,1982,73,3 - BSc/MSc,7246,1,0,94.35,0.82,334.73,88.90,200.15,6.89,30.45
5445,1976,69,2 - High School,7122,3,0,107.35,0.81,199.26,128.35,302.28,58.79,4.00
5446,1987,33,3 - BSc/MSc,3164,4,1,-41.10,1.03,437.97,-16.10,106.91,20.67,5.67
5447,1984,57,4 - PhD,6365,1,1,463.43,0.14,496.76,-0.55,71.57,-5.00,2.78
5448,1984,70,3 - BSc/MSc,8218,4,0,78.80,0.82,260.16,-15.00,214.04,75.57,43.23
5449,1978,54,2 - High School,4919,4,0,-44.89,1.02,168.81,549.00,115.69,86.46,102.24
5450,1993,70,3 - BSc/MSc,8106,3,0,380.19,0.43,136.47,151.70,203.26,106.91,117.02
5451,1983,68,2 - High School,5964,3,0,269.50,0.58,266.05,156.15,179.70,65.68,37.23
5452,1995,53,3 - BSc/MSc,5230,2,1,433.09,0.22,487.98,19.45,89.24,5.89,-12.00
5453,1981,24,2 - High School,2598,4,1,14.12,0.97,67.68,932.95,191.37,81.46,52.90
5454,1994,34,2 - High School,3643,4,1,228.16,0.68,314.17,250.05,167.03,29.34,32.45
5455,1984,55,3 - BSc/MSc,4874,4,1,-6.22,0.97,379.96,133.90,171.81,18.78,25.67
5456,1983,29,4 - PhD,2989,1,1,-53.67,1.04,443.86,68.35,111.02,6.78,28.67
5457,1989,28,3 - BSc/MSc,2485,1,1,291.95,0.56,285.72,161.70,235.71,10.78,20.45
5458,1988,32,3 - BSc/MSc,2934,3,1,140.47,0.77,294.39,152.80,235.60,12.67,10.78
5459,1976,32,1 - Basic,4285,1,1,458.32,0.40,137.25,303.95,263.94,42.12,53.90
5460,1977,51,2 - High School,5974,3,1,228.37,0.68,454.42,261.15,52.01,7.78,11.67
5461,1988,30,3 - BSc/MSc,3532,4,1,185.37,0.74,170.92,260.60,255.27,81.46,50.23
5462,1977,25,2 - High School,2838,4,1,48.69,0.89,251.27,92.25,174.81,18.56,103.91
5463,1989,23,3 - BSc/MSc,1991,1,0,6.34,0.95,290.61,136.70,229.71,34.45,-3.11
5464,1978,61,3 - BSc/MSc,5581,4,1,223.06,0.54,366.96,-50.00,158.14,57.01,11.89
5465,1982,31,2 - High School,3854,4,1,381.74,0.50,188.48,285.05,236.60,66.79,42.12
5466,1992,22,2 - High School,1944,1,1,-166.25,1.15,54.79,505.10,90.46,141.25,179.48
5467,1994,71,3 - BSc/MSc,7857,1,0,216.28,0.68,268.05,224.50,240.49,16.78,9.78
5468,1976,48,3 - BSc/MSc,5019,3,1,-35.11,1.01,523.21,104.45,53.01,7.89,-6.00
5469,1996,55,3 - BSc/MSc,4738,3,1,-10.00,0.98,534.21,20.00,54.90,6.00,11.00
5470,1981,54,3 - BSc/MSc,6234,3,1,-73.33,1.09,490.65,-40.55,53.90,7.78,3.78
5471,1993,36,2 - High School,3492,4,1,-60.45,1.05,361.40,35.00,189.59,35.45,23.56
5472,1980,41,2 - High School,3561,4,1,80.80,0.86,378.96,191.70,106.91,61.90,-8.00
5473,1983,56,3 - BSc/MSc,4408,4,0,421.09,0.21,434.08,-35.00,117.91,45.12,1.89
5474,1991,53,3 - BSc/MSc,4952,4,0,458.97,0.36,267.94,207.25,177.59,95.24,8.78
5475,1996,48,4 - PhD,4169,1,1,-59.89,1.06,515.32,-35.00,47.01,11.78,11.89
5476,1985,37,2 - High School,3876,4,1,-132.02,1.11,219.82,509.55,122.80,107.02,40.45
5477,1977,22,2 - High School,1145,1,0,202.82,0.67,66.68,107.80,236.71,111.91,161.14
5478,1993,32,2 - High School,4531,4,1,199.93,0.67,266.05,94.45,273.05,3.89,41.12
5479,1989,30,4 - PhD,3794,4,1,197.59,0.70,245.60,192.25,246.38,30.34,37.34
5480,1984,29,2 - High School,3110,2,1,143.82,0.70,169.92,-1.10,157.14,31.34,212.82
5481,1989,42,4 - PhD,5104,1,1,464.98,0.27,468.31,102.25,79.46,6.78,14.89
5482,1976,22,2 - High School,2617,3,1,-40.67,1.02,160.03,295.60,194.26,71.79,103.91
5483,1988,66,3 - BSc/MSc,7588,3,0,408.65,0.20,515.43,-65.00,72.79,7.00,9.78
5484,1982,71,2 - High School,7037,4,0,-94.89,1.13,184.37,-30.55,317.95,34.45,39.34
5485,1982,59,3 - BSc/MSc,5622,1,1,62.35,0.90,227.82,353.40,202.15,28.45,58.90
5486,1978,64,3 - BSc/MSc,5875,1,1,472.54,0.19,414.30,53.90,118.69,14.78,14.56
5487,1995,77,3 - BSc/MSc,8651,1,0,-51.43,1.05,419.19,-20.55,149.14,-1.11,16.89
5488,1976,25,2 - High School,3615,2,1,75.47,0.84,149.03,58.35,336.62,42.12,26.56
5489,1987,23,3 - BSc/MSc,3284,1,1,-25.78,1.00,208.93,142.25,278.72,31.34,30.56
5490,1978,26,3 - BSc/MSc,2357,1,1,67.25,0.86,264.05,92.25,242.60,39.34,34.56
5491,1993,34,2 - High School,3161,4,1,314.95,0.68,228.82,589.00,57.01,150.25,39.12
5492,1976,39,3 - BSc/MSc,3716,1,1,-52.76,1.05,385.63,-6.10,159.14,26.56,11.00
5493,1996,45,1 - Basic,4294,1,1,118.58,0.83,185.37,367.85,157.92,144.36,0.78
5494,1993,48,3 - BSc/MSc,3996,1,1,474.43,0.27,516.32,94.45,65.90,7.89,-3.00
5495,1990,76,3 - BSc/MSc,7825,4,0,374.84,0.45,112.91,148.35,331.95,54.01,84.57
5496,1976,73,3 - BSc/MSc,7202,2,0,150.25,0.77,350.40,211.70,153.14,36.45,19.56
5497,1979,71,2 - High School,7153,4,0,137.15,0.79,231.71,230.05,174.81,75.57,67.90
5498,1987,39,2 - High School,2347,4,1,178.82,0.66,205.26,9.45,109.80,72.68,194.37
5499,1989,62,3 - BSc/MSc,6038,4,1,375.63,0.55,189.59,376.75,118.91,80.57,130.47
5500,1977,66,3 - BSc/MSc,8008,4,0,94.81,0.82,314.06,121.70,189.37,26.56,24.67
5501,1985,48,2 - High School,5946,4,1,-11.44,0.98,436.97,182.25,98.02,2.00,11.56
5502,1984,42,3 - BSc/MSc,4055,4,1,-48.88,1.04,339.73,-20.55,229.60,-1.11,11.89
5503,1991,65,4 - PhD,5400,2,1,-136.00,1.23,537.77,-75.00,30.34,,-12.00
5504,1994,46,2 - High School,5596,4,1,405.97,0.42,430.97,162.80,117.80,7.89,19.67
5505,1986,37,3 - BSc/MSc,2818,4,1,-1.11,0.97,357.29,202.25,168.81,5.78,29.67
5506,1978,28,1 - Basic,2396,4,1,-25.00,1.00,141.47,354.50,207.26,56.01,147.36
5507,1974,72,1 - Basic,7727,1,0,119.70,0.81,125.47,230.05,268.05,85.35,47.12
5508,1976,49,3 - BSc/MSc,4868,4,1,106.15,0.80,407.41,131.15,93.24,35.34,4.89
5509,1996,17,1 - Basic,2610,4,1,261.61,0.67,61.68,358.40,246.38,130.47,71.79
5510,1989,63,2 - High School,7798,1,0,391.75,0.55,303.39,416.75,111.91,55.01,47.34
5511,1979,54,3 - BSc/MSc,5601,1,1,541.23,0.23,250.27,215.05,171.81,9.78,91.13
5512,1984,55,2 - High School,5158,4,1,28.90,0.92,312.06,151.70,157.14,53.90,30.56
5513,1984,42,2 - High School,4617,3,1,319.51,0.54,358.29,182.25,176.81,21.56,13.78
5514,1988,57,2 - High School,6316,3,0,328.07,0.54,177.59,235.60,229.82,46.01,71.46
5515,1995,48,2 - High School,5628,1,1,541.10,0.12,528.10,55.00,45.01,7.00,10.00
5516,1977,79,3 - BSc/MSc,7563,1,0,243.83,0.64,212.93,206.70,276.83,48.12,7.78
5517,1984,34,3 - BSc/MSc,4688,3,1,534.09,0.23,391.85,153.35,156.03,17.67,3.78
5518,1977,23,3 - BSc/MSc,2842,1,0,300.28,0.61,84.46,260.60,217.04,165.03,100.35
5519,1976,23,1 - Basic,3395,1,1,111.36,0.84,119.69,310.05,194.48,44.23,180.59
5520,1982,72,4 - PhD,7613,3,0,-16.22,0.99,412.41,177.80,125.69,20.56,11.78
5521,1989,50,2 - High School,4266,1,1,348.07,0.54,351.51,284.50,134.47,21.56,14.67
5522,1983,43,3 - BSc/MSc,4095,4,1,560.32,0.15,493.76,94.45,89.46,11.89,2.89
5523,1991,67,3 - BSc/MSc,7925,4,0,-25.00,1.00,306.17,167.80,184.59,26.45,52.23
5524,1978,76,2 - High School,6921,1,0,130.14,0.84,156.03,520.10,299.39,0.89,21.67
5525,1984,35,3 - BSc/MSc,3645,4,1,4.68,0.95,339.73,18.90,217.93,17.78,10.78
5526,1995,49,4 - PhD,6072,4,1,-18.00,0.99,525.10,24.45,57.01,7.00,
5527,1974,39,2 - High School,3897,4,1,-25.00,1.00,128.47,575.10,173.70,74.68,96.24
5528,1996,79,3 - BSc/MSc,7340,1,0,-5.34,0.97,330.84,99.45,182.48,40.34,39.45
5529,1983,60,2 - High School,6192,4,1,154.80,0.75,439.86,148.35,80.46,9.78,41.23
5530,1988,34,3 - BSc/MSc,4918,1,1,637.02,0.23,185.48,352.85,122.69,123.69,71.68
5531,1977,45,3 - BSc/MSc,5091,3,0,-25.00,1.00,438.75,89.45,136.58,13.78,9.89
5532,1991,18,1 - Basic,1561,1,1,78.02,0.90,53.01,619.00,164.92,103.02,138.25
5533,1996,76,1 - Basic,8865,2,0,30.90,0.94,201.15,377.85,147.25,55.90,97.24
5534,1988,48,2 - High School,5263,1,1,-15.22,0.99,233.49,248.95,149.25,70.79,80.57
5535,1989,42,2 - High School,4716,3,1,382.08,0.31,414.41,-15.00,91.24,22.67,77.68
5536,1974,40,3 - BSc/MSc,4900,4,0,533.32,0.34,151.25,310.05,60.90,115.91,212.93
5537,1985,40,3 - BSc/MSc,3808,1,1,-25.00,1.00,412.41,54.45,137.47,21.67,14.67
5538,1990,43,3 - BSc/MSc,3883,1,1,-155.00,1.25,427.86,-65.00,143.47,9.78,4.89
5539,1983,32,3 - BSc/MSc,,3,1,323.18,0.35,301.28,0.00,188.37,29.45,17.45
5540,1991,25,2 - High School,1475,3,1,306.95,0.72,79.68,722.90,143.47,127.58,124.69
5541,1985,38,2 - High School,3531,2,1,65.02,0.87,346.40,132.25,167.03,35.23,-7.00
5542,1991,47,1 - Basic,4998,1,1,17.23,0.95,184.48,339.50,147.36,152.03,42.23
5543,1990,26,3 - BSc/MSc,4025,4,1,156.15,0.82,92.13,501.75,297.50,-5.00,94.02
5544,1988,18,2 - High School,3452,4,1,-21.22,1.00,102.13,585.10,201.37,85.35,89.13
5545,1979,52,2 - High School,5153,3,1,66.34,0.86,520.32,94.45,51.01,11.89,-3.11
5546,1986,61,3 - BSc/MSc,6215,4,1,421.75,0.25,446.75,33.35,97.13,8.78,11.56
5547,1989,45,1 - Basic,4782,3,1,460.20,0.23,461.53,23.90,88.46,23.67,28.56
5548,1985,37,3 - BSc/MSc,5000,1,1,-22.77,1.00,321.84,-40.00,209.04,7.78,34.45
5549,1979,46,3 - BSc/MSc,4176,4,1,350.96,0.42,354.29,88.90,158.92,24.45,21.67
5550,1976,30,2 - High School,2587,4,1,379.52,0.35,390.63,33.90,179.70,-4.00,17.89
5551,1976,29,3 - BSc/MSc,2706,2,1,586.44,0.42,200.26,565.10,204.04,33.34,46.34
5552,1994,73,2 - High School,7347,4,0,171.71,0.68,148.36,48.35,235.49,158.03,20.45
5553,1988,68,3 - BSc/MSc,6551,4,0,211.71,0.70,112.02,240.60,240.49,115.91,83.57
5554,1981,33,3 - BSc/MSc,3184,4,1,-51.78,1.04,367.29,93.90,199.15,8.78,-6.00
5555,1994,74,3 - BSc/MSc,8617,1,0,308.06,0.51,290.72,107.25,221.82,13.67,42.34
5556,1990,67,1 - Basic,7135,1,0,422.41,0.52,92.13,417.85,295.61,51.12,80.68
5557,1977,64,3 - BSc/MSc,5866,3,1,-15.11,0.99,348.51,127.25,174.81,16.67,26.56
5558,1977,62,3 - BSc/MSc,6519,1,1,458.43,0.20,360.29,38.90,120.69,28.34,55.90
